_id,code,name,name_with_type,parent_code,path,path_with_type,slug,type
6580ea829fadc6b60cb85b6f,01855,Xuất Hóa,Phường Xuất Hóa,058,"Xuất Hóa, Bắc Kạn, Bắc Kạn","Phường Xuất Hóa, Thành Phố Bắc Kạn, Tỉnh Bắc Kạn",xuat-hoa,phuong
6580ea829fadc6b60cb85b70,01858,Bằng Thành,Xã Bằng Thành,060,"Bằng Thành, Pác Nặm, Bắc Kạn","Xã Bằng Thành, Huyện Pác Nặm, Tỉnh Bắc Kạn",bang-thanh,xa
6580ea829fadc6b60cb85b71,01861,Nhạn Môn,Xã Nhạn Môn,060,"Nhạn Môn, Pác Nặm, Bắc Kạn","Xã Nhạn Môn, Huyện Pác Nặm, Tỉnh Bắc Kạn",nhan-mon,xa
6580ea829fadc6b60cb85b72,01864,Bộc Bố,Xã Bộc Bố,060,"Bộc Bố, Pác Nặm, Bắc Kạn","Xã Bộc Bố, Huyện Pác Nặm, Tỉnh Bắc Kạn",boc-bo,xa
6580ea829fadc6b60cb85b73,01867,Công Bằng,Xã Công Bằng,060,"Công Bằng, Pác Nặm, Bắc Kạn","Xã Công Bằng, Huyện Pác Nặm, Tỉnh Bắc Kạn",cong-bang,xa
6580ea829fadc6b60cb85b74,01870,Giáo Hiệu,Xã Giáo Hiệu,060,"Giáo Hiệu, Pác Nặm, Bắc Kạn","Xã Giáo Hiệu, Huyện Pác Nặm, Tỉnh Bắc Kạn",giao-hieu,xa
6580ea829fadc6b60cb85b76,01876,An Thắng,Xã An Thắng,060,"An Thắng, Pác Nặm, Bắc Kạn","Xã An Thắng, Huyện Pác Nặm, Tỉnh Bắc Kạn",an-thang,xa
6580ea829fadc6b60cb85b77,01879,Cổ Linh,Xã Cổ Linh,060,"Cổ Linh, Pác Nặm, Bắc Kạn","Xã Cổ Linh, Huyện Pác Nặm, Tỉnh Bắc Kạn",co-linh,xa
6580ea829fadc6b60cb85b78,01882,Nghiên Loan,Xã Nghiên Loan,060,"Nghiên Loan, Pác Nặm, Bắc Kạn","Xã Nghiên Loan, Huyện Pác Nặm, Tỉnh Bắc Kạn",nghien-loan,xa
6580ea829fadc6b60cb85b79,01885,Cao Tân,Xã Cao Tân,060,"Cao Tân, Pác Nặm, Bắc Kạn","Xã Cao Tân, Huyện Pác Nặm, Tỉnh Bắc Kạn",cao-tan,xa
6580ea829fadc6b60cb85b7a,01888,Chợ Rã,Thị trấn Chợ Rã,061,"Chợ Rã, Ba Bể, Bắc Kạn","Thị trấn Chợ Rã, Huyện Ba Bể, Tỉnh Bắc Kạn",cho-ra,thi-tran
6580ea829fadc6b60cb85b7b,01891,Bành Trạch,Xã Bành Trạch,061,"Bành Trạch, Ba Bể, Bắc Kạn","Xã Bành Trạch, Huyện Ba Bể, Tỉnh Bắc Kạn",banh-trach,xa
6580ea829fadc6b60cb85b7c,01894,Phúc Lộc,Xã Phúc Lộc,061,"Phúc Lộc, Ba Bể, Bắc Kạn","Xã Phúc Lộc, Huyện Ba Bể, Tỉnh Bắc Kạn",phuc-loc,xa
6580ea829fadc6b60cb85b7d,01897,Hà Hiệu,Xã Hà Hiệu,061,"Hà Hiệu, Ba Bể, Bắc Kạn","Xã Hà Hiệu, Huyện Ba Bể, Tỉnh Bắc Kạn",ha-hieu,xa
6580ea829fadc6b60cb85b7e,01900,Cao Thượng,Xã Cao Thượng,061,"Cao Thượng, Ba Bể, Bắc Kạn","Xã Cao Thượng, Huyện Ba Bể, Tỉnh Bắc Kạn",cao-thuong,xa
6580ea829fadc6b60cb85b7f,01906,Khang Ninh,Xã Khang Ninh,061,"Khang Ninh, Ba Bể, Bắc Kạn","Xã Khang Ninh, Huyện Ba Bể, Tỉnh Bắc Kạn",khang-ninh,xa
6580ea829fadc6b60cb85b80,01909,Nam Mẫu,Xã Nam Mẫu,061,"Nam Mẫu, Ba Bể, Bắc Kạn","Xã Nam Mẫu, Huyện Ba Bể, Tỉnh Bắc Kạn",nam-mau,xa
